,Unnamed: 0,cancion,danceability,energy,speachiness,acousticness,tempo,artista
463,463,Hou qike qike,0.372,0.641,0.149,0.216,67.82,颜人中
464,464,Biggest F,0.764,0.448,0.362,0.00718,157.97,BossMan Dlow
465,465,One Kiss (with Dua Lipa),0.791,0.862,0.11,0.037,123.994,Calvin Harris
466,466,Answers,0.309,0.631,0.0312,0.000202,145.583,"Tyler, The Creator"
467,467,good 4 u,0.563,0.664,0.154,0.335,166.928,Olivia Rodrigo
468,468,Da Plug,0.913,0.36,0.401,0.00767,125.034,BigXthaPlug
469,469,drivers license,0.561,0.431,0.0578,0.768,143.875,Octavien X
470,470,All I Wanna Do,0.626,0.746,0.0282,0.16,102.896,Heart
471,471,XO Tour Llif3,0.732,0.75,0.231,0.00264,155.096,Lil Uzi Vert
472,472,Surrender,0.663,0.804,0.0528,0.218,122.035,Jvson
473,473,Over You,0.829,0.587,0.152,0.0525,130.028,C.WATTS
474,474,SICKO MODE,0.834,0.73,0.222,0.00513,155.008,Travis Scott
475,475,Happier,0.785,0.831,0.0444,0.0038,126.056,The Blessed Madonna
476,476,Love is Blind,0.694,0.523,0.0531,0.13,100.977,Ravyn Lenae
477,477,Sequiem,0.963,0.826,0.0401,0.1,130.037,ROMANTICA
478,478,Seventeen Going Under,0.477,0.873,0.0355,0.00471,161.948,Sam Fender
479,479,Die For You,0.586,0.525,0.0615,0.111,133.629,The Weeknd
480,480,Let Me Love You,0.622,0.593,0.0916,0.163,94.364,Mario
481,481,New Rules,0.762,0.7,0.0694,0.00261,116.073,Dua Lipa
482,482,Song 2,0.674,0.789,0.0676,0.00178,129.802,Blur
483,483,Sex On Fire,0.542,0.905,0.054,0.00172,153.398,Kings of Leon
484,484,Live Forever,0.286,0.822,0.0381,2.31e-05,90.96,Oasis
485,485,I Bet You Look Good On The Dancefloor,0.535,0.948,0.0356,0.00225,103.183,Arctic Monkeys
486,486,Love Will Tear Us Apart,0.527,0.923,0.0379,0.000541,146.924,Joy Division
487,487,Last Nite,0.496,0.688,0.0355,0.446,204.01,Morgan Wallen
488,488,She Bangs the Drums - Remastered 2009,0.339,0.976,0.0909,0.00649,144.723,The Stone Roses
489,489,Seven Nation Army,0.743,0.446,0.0683,0.0039,123.596,The White Stripes
490,490,Take Me Out,0.277,0.663,0.0377,0.000409,104.561,Franz Ferdinand
491,491,Shoot the Runner,0.593,0.27,0.0274,0.892,74.652,Upchurch
492,492,Common People,0.314,0.797,0.038,0.0057,145.393,Pulp
493,493,Don't Look Back into the Sun,0.211,0.849,0.116,0.00605,175.616,The Libertines
494,494,Somebody Told Me,0.497,0.97,0.0836,9.04e-05,138.081,The Killers
495,495,Time to Pretend,0.438,0.94,0.0452,8.74e-05,100.99,Lazer Boomerang
496,496,I Predict A Riot,0.423,0.975,0.397,0.00372,172.046,Kaiser Chiefs
497,497,Young Folks,0.699,0.812,0.0377,0.0164,138.185,Peter Bjorn and John
498,498,Here Comes Your Man,0.669,0.795,0.0285,0.00772,124.594,Pixies
499,499,Use Somebody,0.276,0.715,0.0432,0.00552,137.028,Kings of Leon
500,500,Bitter Sweet Symphony,0.356,0.917,0.0479,0.0335,171.176,The Verve
501,501,Banquet,0.578,0.892,0.0441,0.000139,150.255,Bloc Party
502,502,You've Got The Love,0.574,0.704,0.0319,0.00455,109.999,Florence + The Machine
503,503,Golden Skans,0.463,0.836,0.0381,0.000418,141.955,Klaxons
504,504,Just,0.656,0.565,0.0323,0.481,122.935,Lane 8
505,505,When The Sun Goes Down,0.798,0.741,0.0284,0.0432,104.945,Kenny Chesney
506,506,A-Punk,0.604,0.507,0.0268,0.0776,79.039,Radiohead
507,507,Fools Gold,0.515,0.773,0.0479,0.23,128.001,One Direction
508,508,This Charming Man (2008 Remastered Version),0.611,0.846,0.0436,0.00509,103.912,The Smiths
509,509,Step On,0.331,0.471,0.0299,0.00644,90.057,The Cardigans
510,510,Can't Stand Me Now,0.368,0.936,0.0623,0.0146,164.427,The Libertines
511,511,Animal Nitrate (Remastered),0.482,0.833,0.0449,0.000346,148.039,Neon Trees
512,512,Apply Some Pressure,0.682,0.698,0.288,0.337,139.949,Maximo Park
513,513,Fire,0.734,0.597,0.0366,0.209,95.003,Arc De Soleil
514,514,The Cave,0.732,0.786,0.0469,0.0791,100.996,The Cavemen.
515,515,Pumped up Kicks,0.733,0.71,0.0292,0.145,127.975,Foster The People
516,516,Chelsea Dagger,0.512,0.817,0.142,0.0505,154.607,The Fratellis
517,517,America,0.199,0.602,0.0355,0.23,137.563,American Football
518,518,Monster,0.466,0.791,0.0882,0.0232,153.528,Xxstarlife
519,519,Ruby,0.56,0.13,0.131,0.964,79.647,Sleepermane
520,520,Same Jeans,0.479,0.967,0.0431,0.00697,134.743,The View
521,521,Alright,0.409,0.726,0.0689,0.000619,159.968,Goreshit
522,522,Hard To Explain,0.408,0.666,0.0578,0.000455,82.523,Future
523,523,She Moves In Her Own Way,0.431,0.81,0.066,0.276,76.412,The Kooks
524,524,Molly's Chambers,0.598,0.911,0.0515,0.222,146.469,Kings of Leon
525,525,Babies,0.189,0.0703,0.0446,0.833,88.339,White Noise for Babies
526,526,Autorretrato en Blanco - Versión Lofi,0.472,0.37,0.0305,0.145,92.041,Los Jardines De Bruselas
527,527,Fantasmas,0.271,0.423,0.0277,0.669,47.79,Ambar Lucid
528,528,Mami,0.833,0.763,0.198,0.0591,105.878,Deltron 3030
529,529,Mirando,0.57,0.853,0.0259,9.57e-05,145.069,Miranda Lambert
530,530,tuviste,0.543,0.475,0.0266,0.498,79.963,Bratty
531,531,Autorretrato en Blanco,0.472,0.37,0.0305,0.145,92.041,Los Jardines De Bruselas
532,532,El Espejo,0.55,0.675,0.0278,0.733,97.996,Yuri
533,533,Amapolas,0.784,0.689,0.0385,0.759,124.025,Leo Rizzi
534,534,1001 Noches,0.748,0.934,0.0338,0.111,102.985,Fonseca
535,535,Sensación,0.709,0.726,0.0411,0.0977,92.006,De La Ghetto
536,536,Objetivo: La Tierra,0.692,0.834,0.0383,0.552,157.908,Fuerza Regida
537,537,Que No Sé,0.55,0.512,0.0985,0.482,187.611,Los Invasores De Nuevo León
538,538,Vida Real,0.556,0.735,0.068,0.764,109.801,Beto Vega
539,539,3024,0.718,0.179,0.149,0.355,170.11,Blake Avel
540,540,Fatal,0.566,0.819,0.147,0.0948,179.785,Kontra K
541,541,Nagano,0.686,0.12,0.189,0.813,69.992,Raimu
542,542,Siglos,0.733,0.57,0.0975,0.76,99.984,Esteban Pedraza
543,543,como si nada,0.759,0.576,0.363,0.405,178.173,ADSO
544,544,Islas Desiertas,0.601,0.312,0.0334,0.00792,141.98,Casero
545,545,Contame un Cuento,0.541,0.666,0.0277,0.603,147.055,La Arrolladora Banda El Limón De Rene Camacho
546,546,Otra Galaxia,0.735,0.716,0.0899,0.0607,75.968,Hector Mario
547,547,Ya No Te Hago Falta,0.56,0.311,0.038,0.934,180.05,Sen Senra
548,548,Cosas Tristes,0.729,0.579,0.0378,0.255,83.009,Los Rehenes
549,549,Círculos,0.75,0.874,0.0444,0.0497,100.038,El Gran Silencio
550,550,Tomando este camino,0.522,0.835,0.0443,0.0406,177.968,Officialalex425
551,551,Desierto,0.627,0.543,0.0634,0.0822,169.997,MasterBTS Productions
552,552,Deslices,0.293,0.252,0.0306,0.746,85.131,Simone
553,553,Acercamiento,0.286,0.284,0.0318,0.693,137.344,Maverick City Music
554,554,Idiota,0.484,0.58,0.256,0.354,160.138,Joan Sebastian
555,555,Nueva Canción,0.535,0.901,0.0527,0.0265,126.017,BJ Putnam
556,556,Los Naranjos,0.826,0.585,0.267,0.00236,115.851,Los Naranjos
557,557,Mientras el Mundo se Apaga,0.759,0.532,0.0336,0.22,127.031,Junior H
558,558,Típica Cara,0.802,0.752,0.0372,0.0685,147.376,Novedades Carminha
559,559,llueve,0.486,0.794,0.0336,0.0309,107.848,Los Bunkers
560,560,esa carita,0.676,0.551,0.0318,0.35,81.47,Ivan Cornejo
561,561,Formas,0.594,0.0959,0.0308,0.874,107.626,Cedarmont Kids
562,562,Tiempos Bajo el Sol,0.795,0.662,0.0642,0.69,110.094,Diferente Nivel
563,563,Dominas,0.629,0.915,0.0463,4.39e-05,130.263,ARXMANE
564,564,Acuario,0.753,0.583,0.0384,0.669,91.97,Disco Bahía
565,565,Dime Que Me Calle,0.783,0.625,0.0379,0.042,119.305,Irenegarry
566,566,Al Final Abrazos,0.349,0.667,0.0341,0.502,138.461,Lilly Goodman
567,567,Está Bien,0.496,0.756,0.0385,0.0432,154.934,PRISMA Más Vida
568,568,Paciencia,0.861,0.188,0.0635,0.899,140.058,Kora
569,569,tu gotelé,0.872,0.854,0.212,0.234,95.01,KAROL G
570,570,(H)olas,0.758,0.233,0.0385,0.0237,103.976,Anyi
571,571,Caímos las dos,0.695,0.796,0.0361,0.0174,114.804,Caos
572,572,mi cielo,0.715,0.642,0.0515,0.0687,105.964,Sky Rompiendo
573,573,desastre natural,0.825,0.613,0.0941,0.0158,117.052,KSLV Noh
574,574,Si Se Acaba,0.7,0.474,0.048,0.218,127.177,Ingrid Contreras
575,575,Juego De Escape,0.634,0.709,0.0363,0.00194,130.072,Grupo Ginsu
576,576,Alguien Normal,0.662,0.519,0.0369,0.476,140.034,Carin Leon
577,577,Estrella Fugaz,0.658,0.732,0.0726,0.192,169.948,Chris Lebron
578,578,Al Final,0.349,0.667,0.0341,0.502,138.461,Lilly Goodman
579,579,Libertad,0.687,0.828,0.101,0.122,123.949,Julissa
580,580,No Más,0.64,0.722,0.0452,0.591,111.834,Threestyle
581,581,Fuego,0.59,0.859,0.0469,0.0229,109.9,Billy Bunster
582,582,_BCN626,,,,,,
583,583,Visitarte,0.682,0.923,0.115,0.132,77.614,Hombres G
584,584,clones de ti,0.584,0.192,0.0419,0.484,87.882,Chevelle
585,585,si mirarte es delito q me lleven a prision,0.609,0.306,0.0349,0.858,174.875,Rebe
586,586,Lamento Boliviano,0.714,0.735,0.0306,0.176,123.57,Los Enanitos Verdes
587,587,Devuélveme a mi chica,0.679,0.781,0.051,0.019,89.924,Soñadores
588,588,Oye Mi Amor,0.665,0.276,0.0583,0.881,142.983,Covers
589,589,Es Por Ti,0.658,0.425,0.0398,0.434,150.033,Juanes
590,590,Para No Verte Más,0.658,0.815,0.105,0.0168,99.276,La Mosca Tse-Tse
591,591,Flaca,0.532,0.774,0.407,0.0258,86.319,Potter Payper
592,592,Inevitable,0.595,0.461,0.0641,0.269,91.976,Shakira
593,593,De Música Ligera - Remasterizado 2007,0.542,0.714,0.028,0.00487,124.26,Soda Stereo
594,594,Eres,0.81,0.688,0.0405,0.049,97.075,Grupo Innovacion
595,595,Labios Rotos - En Vivo Desde México / 2010,0.579,0.758,0.0281,0.0731,109.054,Zoé
596,596,Afuera,0.724,0.499,0.0384,0.422,127.981,Julión Álvarez y su Norteño Banda
597,597,En algún lugar,0.527,0.859,0.0687,0.176,74.214,Duncan Dhu
598,598,Clavado en Un Bar,0.634,0.854,0.0369,0.00737,148.003,Maná
599,599,Trátame Suavemente - Remasterizado 2007,0.473,0.445,0.0257,0.161,104.252,Soda Stereo
600,600,A Dios Le Pido,0.742,0.827,0.129,0.442,96.313,Los Cumbieros Del Sur
601,601,Mil Horas - 1994 Remastered Version,0.687,0.384,0.101,0.259,99.854,Los Abuelos De La Nada
602,602,Crimen,0.537,0.502,0.025,0.44,80.511,Gustavo Cerati
603,603,La Célula Que Explota,0.425,0.479,0.0419,0.44,123.217,Caifanes
604,604,El ataque de las chicas cocodrilo,0.748,0.784,0.0481,0.0641,119.514,Hombres G
605,605,La Planta,0.695,0.796,0.0361,0.0174,114.804,Caos
606,606,Ese Maldito Momento,0.473,0.713,0.0295,0.195,147.001,Ulises Bueno
607,607,La Camisa Negra,0.751,0.731,0.0308,0.0838,97.007,Juanes
608,608,Rayando el Sol,0.643,0.809,0.028,0.45,112.677,Maná
609,609,Cuando Pase El Temblor - Remasterizado 2007,0.643,0.539,0.0386,0.123,94.092,Soda Stereo
610,610,Viento,0.566,0.561,0.662,0.84,137.872,Viento En Contra
611,611,Te quiero,0.61,0.734,0.0332,0.006,84.019,Flex
612,612,Adiós,0.815,0.571,0.231,0.0667,75.596,SUPER PESO
613,613,Soñé - En Vivo,0.627,0.476,0.0282,0.132,83.0,Zoé
614,614,Lobo-hombre en París,0.637,0.95,0.0736,0.0388,146.29,La Unión
615,615,Como te extraño mi amor,0.737,0.503,0.0337,0.829,122.129,Leo Dan
616,616,A las Nueve,0.625,0.804,0.0268,0.236,129.931,No Te Va Gustar
617,617,Sabor a Chocolate,0.619,0.896,0.0315,0.223,136.648,Elefante
618,618,En El Muelle de San Blas,0.64,0.693,0.0235,0.113,97.159,Maná
619,619,Love,0.29,0.612,0.0396,0.746,175.901,OGRE Sound
620,620,A un minuto de ti,0.632,0.819,0.0362,0.109,150.377,Mikel Erentxun
621,621,Te Lo Pido por Favor,0.794,0.553,0.0582,0.343,127.016,Dylan Rodriguez
622,622,Irresponsables,0.73,0.6,0.143,0.023,163.951,Emei
623,623,Kumbala,0.722,0.368,0.0305,0.0116,120.251,Maldita Vecindad Y Los Hijos Del 5to. Patio
624,624,Tu Carcel - En Vivo,0.741,0.583,0.0281,0.0325,99.64,Hermanos Espinoza
625,625,Frijolero,0.774,0.653,0.0361,0.107,95.009,Molotov
626,626,Mentirosa,0.69,0.744,0.299,0.25,179.67,Heblack Oficial
627,627,Arrullo De Estrellas,0.459,0.764,0.0359,0.326,81.503,Zoé
628,628,Labios Compartidos,0.527,0.898,0.0367,0.027,162.058,Maná
629,629,Como Eran Las Cosas,0.696,0.445,0.0316,0.463,94.984,Babasónicos
630,630,Demoliendo Hoteles,0.616,0.701,0.0629,0.00321,78.983,My Chemical Romance
631,631,Mariposa tecknicolor,0.509,0.887,0.0392,0.183,145.088,Cati Lazaro
632,632,Soldadito marinero,0.541,0.271,0.0363,0.247,146.531,Kiko y Su Banda
633,633,Te quiero igual,0.931,0.657,0.0573,0.107,131.943,Monchy & Alexandra
634,634,Seguir Viviendo Sin Tu Amor,0.679,0.368,0.0251,0.689,104.931,Luis Alberto Spinetta
635,635,Oye Como Va,0.852,0.571,0.0351,0.019,124.007,MJ Songstress
636,636,La Muralla Verde,0.717,0.837,0.0282,0.155,129.881,Los Enanitos Verdes
637,637,Héroe de leyenda,0.698,0.605,0.0302,0.313,134.092,Heroes Del Silencio
638,638,Mentira,0.746,0.773,0.0416,0.459,108.341,La Fiera de Ojinaga
639,639,Las piedras rodantes,0.556,0.393,0.0319,0.649,98.226,El Tri
640,640,En La Ciudad De La Furia - Remasterizado 2007,0.611,0.803,0.0278,0.0823,126.506,Soda Stereo
641,641,El amor después del amor,0.641,0.797,0.0431,0.00357,94.884,Fito Paez
642,642,La ingrata,0.748,0.835,0.0351,0.0854,142.942,Café Tacvba
643,643,Lago en el Cielo,0.433,0.018,0.0486,0.992,95.549,LMR Records
644,644,Nos Siguen Pegando Abajo,0.6,0.264,0.028,0.818,142.215,Leopoldo Lopez
645,645,Mi Primer Dia Sin Ti,0.526,0.649,0.0241,0.129,83.405,Los Enanitos Verdes
646,646,Estrechez De Corazón,0.656,0.781,0.036,0.00661,130.28,Los Prisioneros
647,647,Aunque no sea conmigo,0.741,0.453,0.0564,0.658,86.945,Bunbury
648,648,El Duelo,0.55,0.848,0.045,0.0568,107.069,La Ley
649,649,Mirala Miralo,0.669,0.889,0.0318,0.0046,122.102,Alejandra Guzman
650,650,Entre dos tierras,0.458,0.746,0.0318,0.0351,166.095,Till Lindemann
651,651,Corazon Espinado (feat. Mana),0.699,0.789,0.0285,0.13,119.959,Santana
652,652,Luna de Miel en la Mano,0.589,0.0458,0.0722,0.974,116.688,Airha
653,653,La Lola,0.725,0.764,0.115,0.0645,151.985,Café Quijano
654,654,"Manuel Santillán, el León (Versión Reggae) - Remasterizado 2008",0.765,0.849,0.0287,0.133,107.548,Los Fabulosos Cadillacs
655,655,Te Quiero Comer La Boca,0.829,0.738,0.0613,0.574,114.972,Edwin El Futuro de la Salsa
656,656,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,0.587,0.639,0.0357,0.395,116.499,Los Auténticos Decadentes
657,657,Obsesión,0.615,0.841,0.0391,0.116,126.975,Miguel Mateos
658,658,Tren Al Sur,0.675,0.67,0.0514,0.00565,90.23,Los Prisioneros
659,659,Pobre soñador,0.501,0.723,0.0355,0.245,115.245,El Tri
660,660,Parecemos tontos,0.571,0.543,0.032,0.757,83.025,Bunbury
661,661,Para no olvidar,0.658,0.815,0.105,0.0168,99.276,La Mosca Tse-Tse
662,662,Pronta Entrega,0.774,0.615,0.0314,0.181,136.851,Virus
663,663,Beber de Tu Sangre,0.634,0.49,0.0275,0.461,125.326,Los Amantes De Lola
664,664,La chispa adecuada (Bendecida 3),0.647,0.402,0.0282,0.508,113.27,Heroes Del Silencio
665,665,Santa Lucia - Remastered 2005,0.171,0.422,0.0388,0.419,175.606,Orchestra Mandolinistica Italiana
666,666,Persiana Americana - Remasterizado 2007,0.582,0.915,0.0418,0.149,101.061,Soda Stereo
667,667,La flaca,0.871,0.481,0.0383,0.52,103.063,Jarabe De Palo
668,668,Sin documentos,0.387,0.972,0.101,0.565,192.387,Los Rodriguez
669,669,La chispa adecuada (feat. León Larregui) - MTV Unplugged,0.521,0.482,0.0291,0.153,115.997,Bunbury
670,670,El Esqueleto,0.556,0.872,0.174,0.0402,150.339,Victimas Del Doctor Cerebro
671,671,La pachanga,0.681,0.918,0.0508,0.00244,105.031,Vilma Palma e Vampiros
672,672,Aún,0.282,0.057,0.0733,0.715,120.188,Nature's Mirror
673,673,Baracunatana,0.548,0.691,0.0369,0.015,137.145,Heart
674,674,Esa noche,0.738,0.418,0.032,0.768,134.855,Café Tacvba
675,675,Así Es la Vida,0.799,0.664,0.0899,0.134,97.987,Elefante
676,676,Desde Que,0.724,0.32,0.0627,0.331,134.048,Reyli Barba
677,677,Mujer Amante - Vivo,0.498,0.654,0.0336,0.0149,115.363,Rata Blanca
678,678,Veneno Vil,0.565,0.608,0.0481,0.0357,160.005,MVP BEATZ
679,679,Aquí,0.723,0.615,0.0524,0.0323,157.087,Kali Uchis
680,680,Ojalá que llueva café,0.569,0.809,0.0406,0.279,115.912,Juan Luis Guerra 4.40
681,681,Tornasol (Vuelves a Ser),0.469,0.926,0.0461,0.00257,154.349,La Gusana Ciega
682,682,Lo noto,0.715,0.655,0.0344,0.00958,111.001,Hombres G
683,683,Amargo Adiós,0.607,0.666,0.0407,0.168,139.542,Estrellas de la Academia
684,684,No Dejes Que,0.613,0.898,0.0368,0.429,134.033,Caifanes
